,word,word_id,passage
1,once,1,mouse_in_the_house.csv
2,there,2,mouse_in_the_house.csv
3,was,3,mouse_in_the_house.csv
4,a,4,mouse_in_the_house.csv
5,mouse,5,mouse_in_the_house.csv
6,he,6,mouse_in_the_house.csv
7,lived,7,mouse_in_the_house.csv
8,in,8,mouse_in_the_house.csv
9,a,9,mouse_in_the_house.csv
10,wall,10,mouse_in_the_house.csv
11,of,11,mouse_in_the_house.csv
12,an,12,mouse_in_the_house.csv
13,old,13,mouse_in_the_house.csv
14,house,14,mouse_in_the_house.csv
15,each,15,mouse_in_the_house.csv
16,night,16,mouse_in_the_house.csv
17,the,17,mouse_in_the_house.csv
18,mouse,18,mouse_in_the_house.csv
19,went,19,mouse_in_the_house.csv
20,to,20,mouse_in_the_house.csv
21,the,21,mouse_in_the_house.csv
22,kitchen,22,mouse_in_the_house.csv
23,he,23,mouse_in_the_house.csv
24,wanted,24,mouse_in_the_house.csv
25,to,25,mouse_in_the_house.csv
26,find,26,mouse_in_the_house.csv
27,something,27,mouse_in_the_house.csv
28,to,28,mouse_in_the_house.csv
29,eat,29,mouse_in_the_house.csv
30,the,30,mouse_in_the_house.csv
31,man,31,mouse_in_the_house.csv
32,who,32,mouse_in_the_house.csv
33,lived,33,mouse_in_the_house.csv
34,in,34,mouse_in_the_house.csv
35,the,35,mouse_in_the_house.csv
36,house,36,mouse_in_the_house.csv
37,heard,37,mouse_in_the_house.csv
38,the,38,mouse_in_the_house.csv
39,mouse,39,mouse_in_the_house.csv
40,he,40,mouse_in_the_house.csv
41,knew,41,mouse_in_the_house.csv
42,the,42,mouse_in_the_house.csv
43,mouse,43,mouse_in_the_house.csv
44,lived,44,mouse_in_the_house.csv
45,in,45,mouse_in_the_house.csv
46,the,46,mouse_in_the_house.csv
47,wall,47,mouse_in_the_house.csv
48,but,48,mouse_in_the_house.csv
49,he ,49,mouse_in_the_house.csv
50,did,50,mouse_in_the_house.csv
51,n't,51,mouse_in_the_house.csv
52,mind,52,mouse_in_the_house.csv
53,then,53,mouse_in_the_house.csv
54,one,54,mouse_in_the_house.csv
55,day,55,mouse_in_the_house.csv
56,the,56,mouse_in_the_house.csv
57,man,57,mouse_in_the_house.csv
58,decided,58,mouse_in_the_house.csv
59,to,59,mouse_in_the_house.csv
60,sell,60,mouse_in_the_house.csv
61,the,61,mouse_in_the_house.csv
62,house,62,mouse_in_the_house.csv
63,he ,63,mouse_in_the_house.csv
64,loved,64,mouse_in_the_house.csv
65,the,65,mouse_in_the_house.csv
66,old,66,mouse_in_the_house.csv
67,house,67,mouse_in_the_house.csv
68,but ,68,mouse_in_the_house.csv
69,it,69,mouse_in_the_house.csv
70,was,70,mouse_in_the_house.csv
71,too,71,mouse_in_the_house.csv
72,big,72,mouse_in_the_house.csv
73,he ,73,mouse_in_the_house.csv
74,put,74,mouse_in_the_house.csv
75,an,75,mouse_in_the_house.csv
76,ad,76,mouse_in_the_house.csv
77,in,77,mouse_in_the_house.csv
78,the,78,mouse_in_the_house.csv
79,paper,79,mouse_in_the_house.csv
80,it ,80,mouse_in_the_house.csv
81,said,81,mouse_in_the_house.csv
82,100,82,mouse_in_the_house.csv
83,year,83,mouse_in_the_house.csv
84,old,84,mouse_in_the_house.csv
85,house,85,mouse_in_the_house.csv
86,for,86,mouse_in_the_house.csv
87,sale,87,mouse_in_the_house.csv
88,call,88,mouse_in_the_house.csv
89,224,89,mouse_in_the_house.csv
90,3414,90,mouse_in_the_house.csv
91,many,91,mouse_in_the_house.csv
92,people,92,mouse_in_the_house.csv
93,called,93,mouse_in_the_house.csv
94,and,94,mouse_in_the_house.csv
95,wanted,95,mouse_in_the_house.csv
96,to,96,mouse_in_the_house.csv
97,visit,97,mouse_in_the_house.csv
98,the,98,mouse_in_the_house.csv
99,house,99,mouse_in_the_house.csv
100,two,100,mouse_in_the_house.csv
101,people,101,mouse_in_the_house.csv
102,came,102,mouse_in_the_house.csv
103,on,103,mouse_in_the_house.csv
104,sunday,104,mouse_in_the_house.csv
105,they,105,mouse_in_the_house.csv
106,walked,106,mouse_in_the_house.csv
107,up,107,mouse_in_the_house.csv
108,the,108,mouse_in_the_house.csv
109,old,109,mouse_in_the_house.csv
110,stairs,110,mouse_in_the_house.csv
111,when,111,mouse_in_the_house.csv
112,they,112,mouse_in_the_house.csv
113,got,113,mouse_in_the_house.csv
114,to,114,mouse_in_the_house.csv
115,the,115,mouse_in_the_house.csv
116,top,116,mouse_in_the_house.csv
117,the,117,mouse_in_the_house.csv
118,mouse,118,mouse_in_the_house.csv
119,ran,119,mouse_in_the_house.csv
120,down,120,mouse_in_the_house.csv
121,the,121,mouse_in_the_house.csv
122,wall,122,mouse_in_the_house.csv
123,he,123,mouse_in_the_house.csv
124,ran,124,mouse_in_the_house.csv
125,up,125,mouse_in_the_house.csv
126,and,126,mouse_in_the_house.csv
127,down,127,mouse_in_the_house.csv
128,the,128,mouse_in_the_house.csv
129,inside,129,mouse_in_the_house.csv
130,of,130,mouse_in_the_house.csv
131,the,131,mouse_in_the_house.csv
132,wall,132,mouse_in_the_house.csv
133,up,133,mouse_in_the_house.csv
134,and,134,mouse_in_the_house.csv
135,down,135,mouse_in_the_house.csv
136,the,136,mouse_in_the_house.csv
137,people,137,mouse_in_the_house.csv
138,heard,138,mouse_in_the_house.csv
139,the,139,mouse_in_the_house.csv
140,mouse,140,mouse_in_the_house.csv
141,they,141,mouse_in_the_house.csv
142,said,142,mouse_in_the_house.csv
143,we,143,mouse_in_the_house.csv
144,do,144,mouse_in_the_house.csv
145,n't,145,mouse_in_the_house.csv
146,want,146,mouse_in_the_house.csv
147,the,147,mouse_in_the_house.csv
148,house,148,mouse_in_the_house.csv
149,the,149,mouse_in_the_house.csv
150,mouse,150,mouse_in_the_house.csv
151,was,151,mouse_in_the_house.csv
152,very,152,mouse_in_the_house.csv
153,happy,153,mouse_in_the_house.csv
154,he,154,mouse_in_the_house.csv
155,was,155,mouse_in_the_house.csv
156,afraid,156,mouse_in_the_house.csv
157,that,157,mouse_in_the_house.csv
158,new,158,mouse_in_the_house.csv
159,people,159,mouse_in_the_house.csv
160,would,160,mouse_in_the_house.csv
161,try,161,mouse_in_the_house.csv
162,to,162,mouse_in_the_house.csv
163,get,163,mouse_in_the_house.csv
164,rid,164,mouse_in_the_house.csv
165,of,165,mouse_in_the_house.csv
166,him,166,mouse_in_the_house.csv
167,every,167,mouse_in_the_house.csv
168,time,168,mouse_in_the_house.csv
169,someone,169,mouse_in_the_house.csv
170,visited,170,mouse_in_the_house.csv
171,the,171,mouse_in_the_house.csv
172,house,172,mouse_in_the_house.csv
173,the,173,mouse_in_the_house.csv
174,mouse,174,mouse_in_the_house.csv
175,would,175,mouse_in_the_house.csv
176,do,176,mouse_in_the_house.csv
177,the,177,mouse_in_the_house.csv
178,same,178,mouse_in_the_house.csv
179,thing,179,mouse_in_the_house.csv
180,he ,180,mouse_in_the_house.csv
181,would,181,mouse_in_the_house.csv
182,run,182,mouse_in_the_house.csv
183,up,183,mouse_in_the_house.csv
184,and,184,mouse_in_the_house.csv
185,down,185,mouse_in_the_house.csv
186,the,186,mouse_in_the_house.csv
187,wall,187,mouse_in_the_house.csv
188,between,188,mouse_in_the_house.csv
189,the,189,mouse_in_the_house.csv
190,first,190,mouse_in_the_house.csv
191,and,191,mouse_in_the_house.csv
192,second,192,mouse_in_the_house.csv
193,floors,193,mouse_in_the_house.csv
194,every,194,mouse_in_the_house.csv
195,time,195,mouse_in_the_house.csv
196,the,196,mouse_in_the_house.csv
197,people,197,mouse_in_the_house.csv
198,left,198,mouse_in_the_house.csv
199,without,199,mouse_in_the_house.csv
200,buying,200,mouse_in_the_house.csv
201,the,201,mouse_in_the_house.csv
202,house,202,mouse_in_the_house.csv
203,then ,203,mouse_in_the_house.csv
204,a,204,mouse_in_the_house.csv
205,family,205,mouse_in_the_house.csv
206,came,206,mouse_in_the_house.csv
207,to,207,mouse_in_the_house.csv
208,see,208,mouse_in_the_house.csv
209,the,209,mouse_in_the_house.csv
210,house,210,mouse_in_the_house.csv
211,the ,211,mouse_in_the_house.csv
212,house,212,mouse_in_the_house.csv
213,was,213,mouse_in_the_house.csv
214,just,214,mouse_in_the_house.csv
215,the,215,mouse_in_the_house.csv
216,right,216,mouse_in_the_house.csv
217,size,217,mouse_in_the_house.csv
218,for,218,mouse_in_the_house.csv
219,them,219,mouse_in_the_house.csv
220,when,220,mouse_in_the_house.csv
221,they,221,mouse_in_the_house.csv
222,walked,222,mouse_in_the_house.csv
223,up,223,mouse_in_the_house.csv
224,the ,224,mouse_in_the_house.csv
225,stairs,225,mouse_in_the_house.csv
226,the,226,mouse_in_the_house.csv
227,mouse,227,mouse_in_the_house.csv
228,ran,228,mouse_in_the_house.csv
229,up,229,mouse_in_the_house.csv
230,and,230,mouse_in_the_house.csv
231,down,231,mouse_in_the_house.csv
232,the,232,mouse_in_the_house.csv
233,wall,233,mouse_in_the_house.csv
234,they,234,mouse_in_the_house.csv
235,heard,235,mouse_in_the_house.csv
236,him,236,mouse_in_the_house.csv
237,and ,237,mouse_in_the_house.csv
238,said,238,mouse_in_the_house.csv
239,oh,239,mouse_in_the_house.csv
240,you,240,mouse_in_the_house.csv
241,have,241,mouse_in_the_house.csv
242,a,242,mouse_in_the_house.csv
243,mouse,243,mouse_in_the_house.csv
244,we,244,mouse_in_the_house.csv
245,love,245,mouse_in_the_house.csv
246,the,246,mouse_in_the_house.csv
247,house,247,mouse_in_the_house.csv
248,so,248,mouse_in_the_house.csv
249,much,249,mouse_in_the_house.csv
250,we,250,mouse_in_the_house.csv
251,'ll,251,mouse_in_the_house.csv
252,buy,252,mouse_in_the_house.csv
253,it,253,mouse_in_the_house.csv
254,mouse,254,mouse_in_the_house.csv
255,and,255,mouse_in_the_house.csv
256,all,256,mouse_in_the_house.csv
